prompt_id,bloom,bloom_band,subject,subject_family,knowledge_state,learning_stage,learning_context
P1600,Understand,RU,Ethics,humanistic,misinformed,competency_development,guided
P1601,Analyze,AA,Literature,humanistic,novice,conceptual_orientation,autonomous
P1602,Remember,RU,Physics,formal,misinformed,comprehensive_mastery,guided
P1603,Analyze,AA,Biology,natural,misinformed,conceptual_orientation,guided
P1604,Understand,RU,Literature,humanistic,novice,competency_development,collaborative
P1605,Remember,RU,Psychology,natural,misinformed,conceptual_orientation,guided
P1606,Create,EC,Sociology,applied,novice,competency_development,collaborative
P1607,Evaluate,EC,Psychology,natural,novice,skill_building,collaborative
P1608,Understand,RU,Biology,natural,novice,conceptual_orientation,collaborative
P1609,Evaluate,EC,Art History,humanistic,informed,skill_building,collaborative
P1610,Create,EC,Physics,formal,misinformed,skill_building,guided
P1611,Understand,RU,Ethics,humanistic,misinformed,skill_building,collaborative
P1612,Remember,RU,History,humanistic,informed,skill_building,autonomous
P1613,Create,EC,Psychology,natural,misinformed,comprehensive_mastery,guided
P1614,Analyze,AA,Literature,humanistic,novice,comprehensive_mastery,guided
P1615,Create,EC,Literature,humanistic,misinformed,competency_development,guided
P1616,Apply,AA,Psychology,natural,novice,competency_development,collaborative
P1617,Create,EC,Physics,formal,novice,conceptual_orientation,guided
P1618,Analyze,AA,Psychology,natural,informed,conceptual_orientation,guided
P1619,Apply,AA,Physics,formal,informed,conceptual_orientation,collaborative
P1620,Analyze,AA,Art History,humanistic,novice,comprehensive_mastery,autonomous
P1621,Understand,RU,Physics,formal,novice,competency_development,autonomous
P1622,Understand,RU,History,humanistic,novice,conceptual_orientation,autonomous
P1623,Analyze,AA,Mathematics,formal,informed,conceptual_orientation,collaborative
P1624,Apply,AA,Psychology,natural,misinformed,competency_development,collaborative
P1625,Remember,RU,Mathematics,formal,informed,skill_building,collaborative
P1626,Analyze,AA,Literature,humanistic,novice,competency_development,autonomous
P1627,Create,EC,Literature,humanistic,informed,conceptual_orientation,guided
P1628,Remember,RU,Physics,formal,novice,conceptual_orientation,collaborative
P1629,Evaluate,EC,Computer Science,formal,novice,skill_building,autonomous
P1630,Understand,RU,Computer Science,formal,informed,competency_development,autonomous
P1631,Remember,RU,Physics,formal,novice,comprehensive_mastery,collaborative
P1632,Evaluate,EC,History,humanistic,informed,competency_development,autonomous
P1633,Apply,AA,Art History,humanistic,informed,conceptual_orientation,guided
P1634,Create,EC,Sociology,applied,novice,competency_development,guided
P1635,Remember,RU,Literature,humanistic,novice,competency_development,collaborative
P1636,Analyze,AA,Computer Science,formal,informed,skill_building,guided
P1637,Remember,RU,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P1638,Apply,AA,Ethics,humanistic,misinformed,skill_building,collaborative
P1639,Evaluate,EC,Art History,humanistic,misinformed,competency_development,autonomous
P1640,Evaluate,EC,History,humanistic,misinformed,conceptual_orientation,collaborative
P1641,Remember,RU,Sociology,applied,novice,competency_development,autonomous
P1642,Remember,RU,Physics,formal,novice,skill_building,collaborative
P1643,Remember,RU,Physics,formal,informed,comprehensive_mastery,autonomous
P1644,Apply,AA,Psychology,natural,misinformed,skill_building,autonomous
P1645,Create,EC,Ethics,humanistic,novice,conceptual_orientation,autonomous
P1646,Evaluate,EC,Physics,formal,misinformed,conceptual_orientation,collaborative
P1647,Analyze,AA,Ethics,humanistic,informed,competency_development,guided
P1648,Evaluate,EC,Computer Science,formal,novice,competency_development,guided
P1649,Remember,RU,History,humanistic,informed,competency_development,collaborative
P1650,Remember,RU,Psychology,natural,misinformed,comprehensive_mastery,guided
P1651,Remember,RU,Computer Science,formal,novice,skill_building,collaborative
P1652,Apply,AA,Physics,formal,novice,comprehensive_mastery,collaborative
P1653,Evaluate,EC,Literature,humanistic,misinformed,conceptual_orientation,guided
P1654,Understand,RU,Sociology,applied,misinformed,competency_development,autonomous
P1655,Analyze,AA,Psychology,natural,novice,competency_development,collaborative
P1656,Remember,RU,Sociology,applied,informed,conceptual_orientation,autonomous
P1657,Create,EC,Psychology,natural,informed,competency_development,guided
P1658,Create,EC,History,humanistic,informed,skill_building,guided
P1659,Analyze,AA,Psychology,natural,informed,competency_development,guided
P1660,Create,EC,Literature,humanistic,novice,competency_development,guided
P1661,Apply,AA,History,humanistic,novice,skill_building,autonomous
P1662,Evaluate,EC,History,humanistic,misinformed,conceptual_orientation,guided
P1663,Remember,RU,Ethics,humanistic,misinformed,skill_building,collaborative
P1664,Evaluate,EC,History,humanistic,informed,competency_development,collaborative
P1665,Evaluate,EC,Computer Science,formal,informed,comprehensive_mastery,collaborative
P1666,Evaluate,EC,History,humanistic,informed,conceptual_orientation,autonomous
P1667,Evaluate,EC,Art History,humanistic,informed,conceptual_orientation,collaborative
P1668,Create,EC,Art History,humanistic,informed,comprehensive_mastery,guided
P1669,Evaluate,EC,Mathematics,formal,misinformed,conceptual_orientation,autonomous
P1670,Apply,AA,History,humanistic,novice,competency_development,autonomous
P1671,Remember,RU,Literature,humanistic,misinformed,skill_building,autonomous
P1672,Evaluate,EC,Literature,humanistic,novice,comprehensive_mastery,guided
P1673,Create,EC,Art History,humanistic,misinformed,conceptual_orientation,guided
P1674,Analyze,AA,Ethics,humanistic,novice,conceptual_orientation,guided
P1675,Apply,AA,Psychology,natural,novice,competency_development,guided
P1676,Evaluate,EC,Literature,humanistic,novice,skill_building,autonomous
P1677,Create,EC,Computer Science,formal,informed,competency_development,autonomous
P1678,Analyze,AA,Sociology,applied,novice,skill_building,collaborative
P1679,Evaluate,EC,Literature,humanistic,informed,conceptual_orientation,guided
P1680,Evaluate,EC,History,humanistic,novice,conceptual_orientation,guided
P1681,Analyze,AA,Physics,formal,novice,skill_building,autonomous
P1682,Create,EC,Literature,humanistic,novice,conceptual_orientation,collaborative
P1683,Evaluate,EC,Literature,humanistic,informed,competency_development,collaborative
P1684,Create,EC,Psychology,natural,novice,comprehensive_mastery,guided
P1685,Remember,RU,Psychology,natural,novice,competency_development,collaborative
P1686,Create,EC,Ethics,humanistic,informed,competency_development,guided
P1687,Remember,RU,Biology,natural,misinformed,conceptual_orientation,collaborative
P1688,Analyze,AA,Biology,natural,novice,skill_building,autonomous
P1689,Analyze,AA,Ethics,humanistic,informed,competency_development,collaborative
P1690,Understand,RU,History,humanistic,novice,comprehensive_mastery,collaborative
P1691,Analyze,AA,Physics,formal,informed,competency_development,autonomous
P1692,Evaluate,EC,Ethics,humanistic,informed,comprehensive_mastery,autonomous
P1693,Create,EC,History,humanistic,misinformed,competency_development,autonomous
P1694,Evaluate,EC,Literature,humanistic,informed,conceptual_orientation,autonomous
P1695,Evaluate,EC,Literature,humanistic,novice,conceptual_orientation,collaborative
P1696,Apply,AA,Computer Science,formal,informed,conceptual_orientation,autonomous
P1697,Analyze,AA,Biology,natural,novice,competency_development,guided
P1698,Remember,RU,Art History,humanistic,misinformed,skill_building,guided
P1699,Create,EC,Biology,natural,informed,competency_development,guided
P1700,Evaluate,EC,Sociology,applied,misinformed,skill_building,autonomous
P1701,Create,EC,Psychology,natural,informed,skill_building,autonomous
P1702,Remember,RU,Computer Science,formal,novice,conceptual_orientation,autonomous
P1703,Create,EC,History,humanistic,informed,conceptual_orientation,autonomous
P1704,Create,EC,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P1705,Understand,RU,Biology,natural,misinformed,conceptual_orientation,guided
P1706,Analyze,AA,Literature,humanistic,novice,conceptual_orientation,collaborative
P1707,Analyze,AA,Mathematics,formal,novice,comprehensive_mastery,autonomous
P1708,Evaluate,EC,Sociology,applied,novice,conceptual_orientation,collaborative
P1709,Remember,RU,Mathematics,formal,informed,conceptual_orientation,collaborative
P1710,Evaluate,EC,Art History,humanistic,novice,comprehensive_mastery,guided
P1711,Understand,RU,Computer Science,formal,misinformed,competency_development,collaborative
P1712,Apply,AA,Art History,humanistic,novice,conceptual_orientation,collaborative
P1713,Understand,RU,Psychology,natural,novice,skill_building,guided
P1714,Remember,RU,History,humanistic,novice,conceptual_orientation,guided
P1715,Create,EC,Mathematics,formal,novice,skill_building,collaborative
P1716,Evaluate,EC,Art History,humanistic,informed,competency_development,autonomous
P1717,Create,EC,Mathematics,formal,misinformed,conceptual_orientation,guided
P1718,Analyze,AA,Biology,natural,misinformed,skill_building,guided
P1719,Apply,AA,Sociology,applied,novice,conceptual_orientation,autonomous
P1720,Evaluate,EC,Biology,natural,misinformed,skill_building,collaborative
P1721,Create,EC,Art History,humanistic,informed,competency_development,guided
P1722,Apply,AA,History,humanistic,informed,skill_building,autonomous
P1723,Understand,RU,Physics,formal,misinformed,comprehensive_mastery,guided
P1724,Evaluate,EC,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P1725,Analyze,AA,Literature,humanistic,informed,competency_development,guided
P1726,Create,EC,Physics,formal,misinformed,competency_development,autonomous
P1727,Analyze,AA,Computer Science,formal,informed,comprehensive_mastery,autonomous
P1728,Understand,RU,Ethics,humanistic,informed,comprehensive_mastery,autonomous
P1729,Create,EC,History,humanistic,misinformed,conceptual_orientation,guided
P1730,Remember,RU,Computer Science,formal,novice,comprehensive_mastery,autonomous
P1731,Create,EC,Ethics,humanistic,informed,competency_development,collaborative
P1732,Remember,RU,Biology,natural,misinformed,competency_development,collaborative
P1733,Apply,AA,Sociology,applied,misinformed,conceptual_orientation,autonomous
P1734,Analyze,AA,Physics,formal,novice,conceptual_orientation,guided
P1735,Create,EC,Literature,humanistic,misinformed,skill_building,collaborative
P1736,Analyze,AA,Physics,formal,misinformed,skill_building,autonomous
P1737,Understand,RU,Psychology,natural,informed,skill_building,autonomous
P1738,Analyze,AA,Computer Science,formal,informed,comprehensive_mastery,collaborative
P1739,Evaluate,EC,Art History,humanistic,informed,skill_building,autonomous
P1740,Apply,AA,Biology,natural,novice,skill_building,guided
P1741,Create,EC,Ethics,humanistic,novice,comprehensive_mastery,guided
P1742,Remember,RU,Sociology,applied,informed,skill_building,collaborative
P1743,Remember,RU,Ethics,humanistic,informed,conceptual_orientation,guided
P1744,Understand,RU,Sociology,applied,informed,comprehensive_mastery,guided
P1745,Evaluate,EC,Biology,natural,novice,comprehensive_mastery,autonomous
P1746,Evaluate,EC,Mathematics,formal,informed,comprehensive_mastery,collaborative
P1747,Apply,AA,Psychology,natural,novice,competency_development,autonomous
P1748,Understand,RU,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P1749,Analyze,AA,Biology,natural,informed,skill_building,autonomous
P1750,Create,EC,Ethics,humanistic,informed,skill_building,guided
P1751,Evaluate,EC,Computer Science,formal,misinformed,competency_development,collaborative
P1752,Apply,AA,Psychology,natural,informed,competency_development,autonomous
P1753,Apply,AA,Physics,formal,misinformed,skill_building,collaborative
P1754,Create,EC,Physics,formal,novice,competency_development,guided
P1755,Evaluate,EC,Computer Science,formal,informed,conceptual_orientation,guided
P1756,Create,EC,Sociology,applied,misinformed,conceptual_orientation,collaborative
P1757,Analyze,AA,Mathematics,formal,misinformed,comprehensive_mastery,autonomous
P1758,Analyze,AA,Mathematics,formal,informed,skill_building,collaborative
P1759,Evaluate,EC,Mathematics,formal,informed,comprehensive_mastery,autonomous
P1760,Apply,AA,Psychology,natural,novice,conceptual_orientation,guided
P1761,Evaluate,EC,Mathematics,formal,informed,skill_building,autonomous
P1762,Create,EC,Literature,humanistic,novice,skill_building,guided
P1763,Understand,RU,Psychology,natural,misinformed,conceptual_orientation,autonomous
P1764,Evaluate,EC,Literature,humanistic,informed,comprehensive_mastery,guided
P1765,Analyze,AA,Art History,humanistic,novice,conceptual_orientation,autonomous
P1766,Remember,RU,Ethics,humanistic,novice,skill_building,guided
P1767,Apply,AA,Sociology,applied,informed,competency_development,autonomous
P1768,Understand,RU,Mathematics,formal,misinformed,skill_building,autonomous
P1769,Remember,RU,Art History,humanistic,misinformed,competency_development,guided
P1770,Evaluate,EC,Computer Science,formal,misinformed,skill_building,collaborative
P1771,Create,EC,History,humanistic,informed,comprehensive_mastery,guided
P1772,Remember,RU,Computer Science,formal,novice,comprehensive_mastery,guided
P1773,Analyze,AA,Literature,humanistic,novice,competency_development,guided
P1774,Understand,RU,Sociology,applied,informed,conceptual_orientation,autonomous
P1775,Apply,AA,Art History,humanistic,misinformed,competency_development,guided
P1776,Create,EC,Computer Science,formal,misinformed,comprehensive_mastery,guided
P1777,Evaluate,EC,Computer Science,formal,novice,skill_building,collaborative
P1778,Understand,RU,Biology,natural,misinformed,skill_building,guided
P1779,Create,EC,Computer Science,formal,misinformed,skill_building,autonomous
P1780,Understand,RU,Computer Science,formal,novice,comprehensive_mastery,guided
P1781,Analyze,AA,History,humanistic,informed,skill_building,collaborative
P1782,Analyze,AA,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1783,Analyze,AA,Sociology,applied,novice,comprehensive_mastery,collaborative
P1784,Apply,AA,Ethics,humanistic,misinformed,competency_development,autonomous
P1785,Create,EC,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1786,Apply,AA,Physics,formal,misinformed,conceptual_orientation,autonomous
P1787,Analyze,AA,History,humanistic,novice,skill_building,autonomous
P1788,Create,EC,Computer Science,formal,novice,skill_building,autonomous
P1789,Apply,AA,Art History,humanistic,misinformed,skill_building,collaborative
P1790,Understand,RU,Art History,humanistic,misinformed,comprehensive_mastery,autonomous
P1791,Analyze,AA,Computer Science,formal,misinformed,skill_building,collaborative
P1792,Understand,RU,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1793,Evaluate,EC,Sociology,applied,informed,competency_development,collaborative
P1794,Create,EC,Computer Science,formal,informed,comprehensive_mastery,autonomous
P1795,Remember,RU,Mathematics,formal,novice,conceptual_orientation,autonomous
P1796,Analyze,AA,Sociology,applied,novice,competency_development,collaborative
P1797,Create,EC,Art History,humanistic,misinformed,competency_development,autonomous
P1798,Create,EC,Computer Science,formal,informed,conceptual_orientation,collaborative
P1799,Understand,RU,Psychology,natural,informed,comprehensive_mastery,autonomous
P1800,Remember,RU,History,humanistic,misinformed,skill_building,autonomous
P1801,Apply,AA,Art History,humanistic,novice,skill_building,collaborative
P1802,Remember,RU,Biology,natural,misinformed,competency_development,guided
P1803,Understand,RU,Physics,formal,informed,comprehensive_mastery,autonomous
P1804,Apply,AA,Computer Science,formal,novice,skill_building,collaborative
P1805,Analyze,AA,Ethics,humanistic,novice,comprehensive_mastery,guided
P1806,Evaluate,EC,Ethics,humanistic,novice,competency_development,collaborative
P1807,Create,EC,Psychology,natural,informed,competency_development,collaborative
P1808,Apply,AA,Ethics,humanistic,informed,skill_building,autonomous
P1809,Create,EC,History,humanistic,novice,skill_building,autonomous
P1810,Create,EC,Literature,humanistic,novice,comprehensive_mastery,guided
P1811,Create,EC,Sociology,applied,misinformed,conceptual_orientation,autonomous
P1812,Create,EC,History,humanistic,novice,competency_development,guided
P1813,Analyze,AA,History,humanistic,novice,competency_development,guided
P1814,Analyze,AA,Art History,humanistic,misinformed,competency_development,collaborative
P1815,Remember,RU,Art History,humanistic,informed,comprehensive_mastery,collaborative
P1816,Analyze,AA,Computer Science,formal,misinformed,skill_building,autonomous
P1817,Create,EC,Psychology,natural,novice,conceptual_orientation,autonomous
P1818,Apply,AA,Art History,humanistic,novice,competency_development,guided
P1819,Create,EC,Ethics,humanistic,misinformed,conceptual_orientation,guided
P1820,Remember,RU,History,humanistic,informed,comprehensive_mastery,guided
P1821,Remember,RU,History,humanistic,novice,comprehensive_mastery,autonomous
P1822,Remember,RU,Computer Science,formal,novice,skill_building,guided
P1823,Apply,AA,Computer Science,formal,misinformed,skill_building,guided
P1824,Create,EC,Computer Science,formal,novice,skill_building,collaborative
P1825,Apply,AA,Physics,formal,novice,comprehensive_mastery,guided
P1826,Evaluate,EC,Mathematics,formal,novice,comprehensive_mastery,autonomous
P1827,Apply,AA,History,humanistic,novice,conceptual_orientation,collaborative
P1828,Evaluate,EC,Physics,formal,misinformed,skill_building,collaborative
P1829,Evaluate,EC,Biology,natural,novice,comprehensive_mastery,collaborative
P1830,Understand,RU,Computer Science,formal,misinformed,competency_development,autonomous
P1831,Evaluate,EC,Sociology,applied,informed,skill_building,guided
P1832,Analyze,AA,Mathematics,formal,informed,conceptual_orientation,guided
P1833,Evaluate,EC,Computer Science,formal,novice,comprehensive_mastery,guided
P1834,Evaluate,EC,Physics,formal,novice,conceptual_orientation,collaborative
P1835,Create,EC,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1836,Evaluate,EC,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P1837,Remember,RU,History,humanistic,novice,skill_building,autonomous
P1838,Apply,AA,Mathematics,formal,informed,conceptual_orientation,guided
P1839,Evaluate,EC,Ethics,humanistic,novice,conceptual_orientation,autonomous
P1840,Apply,AA,Art History,humanistic,misinformed,skill_building,autonomous
P1841,Evaluate,EC,Psychology,natural,misinformed,comprehensive_mastery,guided
P1842,Remember,RU,Computer Science,formal,novice,skill_building,autonomous
P1843,Evaluate,EC,Art History,humanistic,novice,skill_building,autonomous
P1844,Analyze,AA,Sociology,applied,informed,competency_development,collaborative
P1845,Analyze,AA,History,humanistic,misinformed,skill_building,autonomous
P1846,Analyze,AA,History,humanistic,informed,conceptual_orientation,autonomous
P1847,Understand,RU,Physics,formal,informed,skill_building,autonomous
P1848,Understand,RU,Biology,natural,informed,skill_building,autonomous
P1849,Analyze,AA,History,humanistic,informed,conceptual_orientation,guided
P1850,Evaluate,EC,Biology,natural,misinformed,conceptual_orientation,collaborative
P1851,Understand,RU,Biology,natural,informed,competency_development,collaborative
P1852,Create,EC,Sociology,applied,informed,skill_building,autonomous
P1853,Evaluate,EC,History,humanistic,novice,comprehensive_mastery,collaborative
P1854,Understand,RU,Biology,natural,misinformed,competency_development,autonomous
P1855,Remember,RU,History,humanistic,misinformed,conceptual_orientation,collaborative
P1856,Evaluate,EC,Sociology,applied,novice,conceptual_orientation,guided
P1857,Remember,RU,Biology,natural,informed,comprehensive_mastery,collaborative
P1858,Apply,AA,Ethics,humanistic,informed,competency_development,guided
P1859,Analyze,AA,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1860,Evaluate,EC,Art History,humanistic,misinformed,competency_development,collaborative
P1861,Evaluate,EC,Mathematics,formal,misinformed,skill_building,autonomous
P1862,Apply,AA,Sociology,applied,informed,comprehensive_mastery,collaborative
P1863,Evaluate,EC,Sociology,applied,novice,competency_development,guided
P1864,Understand,RU,Ethics,humanistic,novice,skill_building,collaborative
P1865,Analyze,AA,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P1866,Evaluate,EC,Literature,humanistic,informed,comprehensive_mastery,autonomous
P1867,Evaluate,EC,Sociology,applied,novice,comprehensive_mastery,guided
P1868,Apply,AA,Mathematics,formal,novice,conceptual_orientation,guided
P1869,Evaluate,EC,Ethics,humanistic,novice,comprehensive_mastery,autonomous
P1870,Understand,RU,History,humanistic,novice,comprehensive_mastery,autonomous
P1871,Apply,AA,Mathematics,formal,novice,comprehensive_mastery,autonomous
P1872,Evaluate,EC,Computer Science,formal,misinformed,comprehensive_mastery,collaborative
P1873,Evaluate,EC,Mathematics,formal,novice,skill_building,autonomous
P1874,Apply,AA,History,humanistic,informed,competency_development,guided
P1875,Apply,AA,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P1876,Analyze,AA,Physics,formal,misinformed,competency_development,guided
P1877,Understand,RU,Computer Science,formal,informed,skill_building,guided
P1878,Apply,AA,Ethics,humanistic,novice,comprehensive_mastery,autonomous
P1879,Understand,RU,Biology,natural,misinformed,skill_building,autonomous
P1880,Evaluate,EC,History,humanistic,informed,comprehensive_mastery,guided
P1881,Create,EC,Computer Science,formal,informed,conceptual_orientation,autonomous
P1882,Apply,AA,Physics,formal,misinformed,comprehensive_mastery,autonomous
P1883,Remember,RU,Psychology,natural,misinformed,conceptual_orientation,autonomous
P1884,Apply,AA,Physics,formal,novice,conceptual_orientation,guided
P1885,Analyze,AA,Art History,humanistic,novice,conceptual_orientation,guided
P1886,Apply,AA,Mathematics,formal,informed,skill_building,autonomous
P1887,Apply,AA,Computer Science,formal,novice,comprehensive_mastery,guided
P1888,Analyze,AA,Art History,humanistic,novice,conceptual_orientation,collaborative
P1889,Evaluate,EC,Sociology,applied,informed,comprehensive_mastery,guided
P1890,Analyze,AA,Psychology,natural,novice,skill_building,autonomous
P1891,Understand,RU,Mathematics,formal,informed,conceptual_orientation,collaborative
P1892,Analyze,AA,Art History,humanistic,misinformed,competency_development,guided
P1893,Understand,RU,Mathematics,formal,misinformed,competency_development,collaborative
P1894,Understand,RU,Physics,formal,misinformed,comprehensive_mastery,autonomous
P1895,Evaluate,EC,Literature,humanistic,informed,competency_development,guided
P1896,Create,EC,Biology,natural,misinformed,conceptual_orientation,guided
P1897,Analyze,AA,Biology,natural,novice,comprehensive_mastery,collaborative
P1898,Remember,RU,Biology,natural,novice,comprehensive_mastery,collaborative
P1899,Apply,AA,Literature,humanistic,informed,comprehensive_mastery,autonomous
P1900,Evaluate,EC,Literature,humanistic,misinformed,skill_building,collaborative
P1901,Evaluate,EC,Computer Science,formal,novice,conceptual_orientation,autonomous
P1902,Understand,RU,Literature,humanistic,novice,skill_building,autonomous
P1903,Remember,RU,Ethics,humanistic,novice,skill_building,autonomous
P1904,Understand,RU,Physics,formal,informed,comprehensive_mastery,collaborative
P1905,Understand,RU,Literature,humanistic,misinformed,conceptual_orientation,guided
P1906,Analyze,AA,Ethics,humanistic,novice,competency_development,autonomous
P1907,Create,EC,History,humanistic,informed,conceptual_orientation,guided
P1908,Evaluate,EC,Physics,formal,informed,competency_development,collaborative
P1909,Remember,RU,Art History,humanistic,informed,comprehensive_mastery,autonomous
P1910,Create,EC,Psychology,natural,novice,skill_building,collaborative
P1911,Create,EC,Physics,formal,novice,comprehensive_mastery,autonomous
P1912,Understand,RU,Sociology,applied,novice,comprehensive_mastery,guided
P1913,Evaluate,EC,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1914,Apply,AA,Psychology,natural,novice,comprehensive_mastery,autonomous
P1915,Analyze,AA,History,humanistic,novice,comprehensive_mastery,collaborative
P1916,Understand,RU,Biology,natural,novice,conceptual_orientation,guided
P1917,Evaluate,EC,Mathematics,formal,misinformed,competency_development,autonomous
P1918,Understand,RU,Biology,natural,informed,competency_development,guided
P1919,Create,EC,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P1920,Remember,RU,Psychology,natural,novice,comprehensive_mastery,autonomous
P1921,Create,EC,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1922,Evaluate,EC,Biology,natural,informed,conceptual_orientation,guided
P1923,Create,EC,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1924,Remember,RU,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1925,Remember,RU,Literature,humanistic,misinformed,competency_development,collaborative
P1926,Create,EC,Sociology,applied,misinformed,skill_building,guided
P1927,Apply,AA,Literature,humanistic,novice,comprehensive_mastery,guided
P1928,Analyze,AA,Sociology,applied,misinformed,competency_development,collaborative
P1929,Analyze,AA,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P1930,Understand,RU,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P1931,Understand,RU,Mathematics,formal,novice,skill_building,collaborative
P1932,Analyze,AA,Mathematics,formal,novice,conceptual_orientation,collaborative
P1933,Evaluate,EC,Biology,natural,misinformed,comprehensive_mastery,guided
P1934,Remember,RU,History,humanistic,novice,comprehensive_mastery,collaborative
P1935,Create,EC,Mathematics,formal,novice,conceptual_orientation,autonomous
P1936,Create,EC,History,humanistic,informed,skill_building,autonomous
P1937,Evaluate,EC,Computer Science,formal,misinformed,skill_building,autonomous
P1938,Evaluate,EC,Psychology,natural,misinformed,skill_building,collaborative
P1939,Create,EC,Ethics,humanistic,informed,comprehensive_mastery,guided
P1940,Analyze,AA,Sociology,applied,informed,competency_development,guided
P1941,Evaluate,EC,Art History,humanistic,informed,comprehensive_mastery,guided
P1942,Remember,RU,Literature,humanistic,novice,conceptual_orientation,guided
P1943,Apply,AA,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P1944,Analyze,AA,Sociology,applied,novice,skill_building,guided
P1945,Remember,RU,Computer Science,formal,novice,comprehensive_mastery,collaborative
P1946,Apply,AA,Biology,natural,informed,comprehensive_mastery,collaborative
P1947,Analyze,AA,Ethics,humanistic,novice,competency_development,collaborative
P1948,Apply,AA,Computer Science,formal,misinformed,competency_development,guided
P1949,Evaluate,EC,Computer Science,formal,informed,competency_development,collaborative
P1950,Create,EC,Mathematics,formal,informed,comprehensive_mastery,autonomous
P1951,Remember,RU,Biology,natural,novice,conceptual_orientation,collaborative
P1952,Apply,AA,Literature,humanistic,informed,competency_development,collaborative
P1953,Evaluate,EC,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1954,Remember,RU,History,humanistic,informed,conceptual_orientation,autonomous
P1955,Understand,RU,Art History,humanistic,novice,conceptual_orientation,collaborative
P1956,Understand,RU,Mathematics,formal,novice,competency_development,collaborative
P1957,Remember,RU,History,humanistic,misinformed,conceptual_orientation,autonomous
P1958,Analyze,AA,Sociology,applied,novice,conceptual_orientation,autonomous
P1959,Understand,RU,Computer Science,formal,informed,comprehensive_mastery,guided
P1960,Apply,AA,Biology,natural,novice,comprehensive_mastery,collaborative
P1961,Understand,RU,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P1962,Apply,AA,Literature,humanistic,novice,skill_building,collaborative
P1963,Evaluate,EC,Sociology,applied,informed,skill_building,autonomous
P1964,Evaluate,EC,Sociology,applied,misinformed,competency_development,collaborative
P1965,Analyze,AA,Art History,humanistic,misinformed,comprehensive_mastery,autonomous
P1966,Remember,RU,Mathematics,formal,misinformed,skill_building,collaborative
P1967,Create,EC,Biology,natural,informed,comprehensive_mastery,collaborative
P1968,Remember,RU,Literature,humanistic,informed,comprehensive_mastery,autonomous
P1969,Apply,AA,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P1970,Understand,RU,Art History,humanistic,informed,competency_development,guided
P1971,Remember,RU,Ethics,humanistic,informed,skill_building,autonomous
P1972,Remember,RU,Ethics,humanistic,novice,comprehensive_mastery,guided
P1973,Analyze,AA,Mathematics,formal,misinformed,skill_building,autonomous
P1974,Create,EC,Sociology,applied,novice,conceptual_orientation,collaborative
P1975,Remember,RU,Ethics,humanistic,misinformed,skill_building,guided
P1976,Understand,RU,Psychology,natural,misinformed,competency_development,collaborative
P1977,Apply,AA,Physics,formal,informed,comprehensive_mastery,guided
P1978,Create,EC,Physics,formal,novice,skill_building,autonomous
P1979,Analyze,AA,Art History,humanistic,misinformed,conceptual_orientation,guided
P1980,Understand,RU,Ethics,humanistic,informed,skill_building,collaborative
P1981,Analyze,AA,Mathematics,formal,novice,competency_development,autonomous
P1982,Analyze,AA,Physics,formal,novice,comprehensive_mastery,collaborative
P1983,Apply,AA,Biology,natural,informed,conceptual_orientation,autonomous
P1984,Evaluate,EC,Literature,humanistic,informed,skill_building,guided
P1985,Understand,RU,Biology,natural,misinformed,skill_building,collaborative
P1986,Remember,RU,Psychology,natural,informed,skill_building,autonomous
P1987,Apply,AA,Mathematics,formal,novice,conceptual_orientation,autonomous
P1988,Evaluate,EC,Physics,formal,novice,comprehensive_mastery,collaborative
P1989,Apply,AA,Biology,natural,informed,skill_building,guided
P1990,Create,EC,Biology,natural,novice,competency_development,autonomous
P1991,Remember,RU,History,humanistic,informed,conceptual_orientation,collaborative
P1992,Apply,AA,Sociology,applied,misinformed,competency_development,guided
P1993,Remember,RU,Literature,humanistic,novice,skill_building,collaborative
P1994,Apply,AA,Biology,natural,misinformed,comprehensive_mastery,guided
P1995,Analyze,AA,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P1996,Evaluate,EC,Physics,formal,misinformed,competency_development,guided
P1997,Understand,RU,Literature,humanistic,misinformed,conceptual_orientation,autonomous
